unique_id,source,company,scrip_code,headline,published_date,url,raw_text,collected_at,event_type,priority,research_score
94718d110a3dc3d1,BSE,Aditya Birla Housing Finance Ltd,732242,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706632+00:00,Management Change,MEDIUM,40
40a5506838491702,BSE,Aditya Birla Housing Finance Ltd,732211,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706656+00:00,Management Change,MEDIUM,40
8e610e37b071b0f0,BSE,Aditya Birla Housing Finance Ltd,732182,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706679+00:00,Management Change,MEDIUM,40
f9d12ce96d846187,BSE,Aditya Birla Housing Finance Ltd,732180,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706703+00:00,Management Change,MEDIUM,40
cbcc4b7bf3713f2c,BSE,Aditya Birla Housing Finance Ltd,732148,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706727+00:00,Management Change,MEDIUM,40
e99234980aef5b2d,BSE,Aditya Birla Housing Finance Ltd,732128,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706752+00:00,Management Change,MEDIUM,40
d4b0d79d8b6f545c,BSE,Aditya Birla Housing Finance Ltd,731973,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706775+00:00,Management Change,MEDIUM,40
619b16a3ea45d155,BSE,Aditya Birla Housing Finance Ltd,731897,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706802+00:00,Management Change,MEDIUM,40
c1d10f63aaa0344c,BSE,Aditya Birla Housing Finance Ltd,731850,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706825+00:00,Management Change,MEDIUM,40
a50c09a8c356487b,BSE,Aditya Birla Housing Finance Ltd,731635,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706850+00:00,Management Change,MEDIUM,40
9b71f4eadb939ae6,BSE,Aditya Birla Housing Finance Ltd,731611,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706873+00:00,Management Change,MEDIUM,40
a5f05c2048f1da20,BSE,Aditya Birla Housing Finance Ltd,731306,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706897+00:00,Management Change,MEDIUM,40
51c3e515146dcec4,BSE,Aditya Birla Housing Finance Ltd,731272,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706921+00:00,Management Change,MEDIUM,40
f0d18d3a69ba9a90,BSE,Aditya Birla Housing Finance Ltd,731230,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706945+00:00,Management Change,MEDIUM,40
ceb4354f9cdfce03,BSE,ABHFL-23-2-27-CP,731187,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706967+00:00,Management Change,MEDIUM,40
8452b51d8cfbd80e,BSE,Aditya Birla Housing Finance Ltd,731110,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.706991+00:00,Management Change,MEDIUM,40
1b44eac86bf4c7ee,BSE,Aditya Birla Housing Finance Ltd,731058,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.707015+00:00,Management Change,MEDIUM,40
584d51bec56902fa,BSE,Aditya Birla Housing Finance Ltd,731029,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.707039+00:00,Management Change,MEDIUM,40
f30bb2be0e333de5,BSE,ABHFL-5-5-26-CP,731010,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.707061+00:00,Management Change,MEDIUM,40
e5b284f6d79fd609,BSE,Aditya Birla Housing Finance Ltd,730919,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.707084+00:00,Management Change,MEDIUM,40
814f8ebfd827243e,BSE,Aditya Birla Housing Finance Ltd,730913,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.707108+00:00,Management Change,MEDIUM,40
cc381b2563ae7f99,BSE,Aditya Birla Housing Finance Ltd,730589,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,20-Sep-2026 13:10:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a1e0218-db47-41f4-982c-dacd4cd7c382.pdf,Intimation for Appointment of Additional Non-Executive Non - Independent Directors and Additional Non-Executive Independent Director of the Company.,2026-09-20T08:38:16.707131+00:00,Management Change,MEDIUM,40
